k_rock,rho_cp_rock,gradT,pe,mass_flow,depth,l_horiz
1.5873240515527343,2611268.758613281,0.11545605468749999,0.6544308907201,7.412109375,3696.2890625,3071.2890625
4.924748467865235,2611268.758613281,0.11545605468749999,0.6544308907201,7.412109375,3696.2890625,3071.2890625
1.5873240515527343,2880003.9283398436,0.11545605468749999,0.6544308907201,7.412109375,3696.2890625,3071.2890625
1.5873240515527343,2611268.758613281,0.1115888671875,0.6544308907201,7.412109375,3696.2890625,3071.2890625
1.5873240515527343,2611268.758613281,0.11545605468749999,0.5703581650148929,7.412109375,3696.2890625,3071.2890625
1.5873240515527343,2611268.758613281,0.11545605468749999,0.6544308907201,13.126953125,3696.2890625,3071.2890625
1.5873240515527343,2611268.758613281,0.11545605468749999,0.6544308907201,7.412109375,2547.8515625,3071.2890625
1.5873240515527343,2611268.758613281,0.11545605468749999,0.6544308907201,7.412109375,3696.2890625,1791.9921875
1.5873240515527343,2880003.9283398436,0.1115888671875,0.5703581650148929,13.126953125,2547.8515625,1791.9921875
4.924748467865235,2611268.758613281,0.1115888671875,0.5703581650148929,13.126953125,2547.8515625,1791.9921875
4.924748467865235,2880003.9283398436,0.11545605468749999,0.5703581650148929,13.126953125,2547.8515625,1791.9921875
4.924748467865235,2880003.9283398436,0.1115888671875,0.6544308907201,13.126953125,2547.8515625,1791.9921875
4.924748467865235,2880003.9283398436,0.1115888671875,0.5703581650148929,7.412109375,2547.8515625,1791.9921875
4.924748467865235,2880003.9283398436,0.1115888671875,0.5703581650148929,13.126953125,3696.2890625,1791.9921875
4.924748467865235,2880003.9283398436,0.1115888671875,0.5703581650148929,13.126953125,2547.8515625,3071.2890625
4.924748467865235,2880003.9283398436,0.1115888671875,0.5703581650148929,13.126953125,2547.8515625,1791.9921875
3.4286616605527342,3669671.888613281,0.0659560546875,0.16516897710300157,14.412109375,2196.2890625,571.2890625
3.0834108588652347,3669671.888613281,0.0659560546875,0.16516897710300157,14.412109375,2196.2890625,571.2890625
3.4286616605527342,3938407.0583398435,0.0659560546875,0.16516897710300157,14.412109375,2196.2890625,571.2890625
3.4286616605527342,3669671.888613281,0.062088867187499994,0.16516897710300157,14.412109375,2196.2890625,571.2890625
3.4286616605527342,3669671.888613281,0.0659560546875,0.15987750935569625,14.412109375,2196.2890625,571.2890625
3.4286616605527342,3669671.888613281,0.0659560546875,0.16516897710300157,6.126953125,2196.2890625,571.2890625
3.4286616605527342,3669671.888613281,0.0659560546875,0.16516897710300157,14.412109375,4047.8515625,571.2890625
3.4286616605527342,3669671.888613281,0.0659560546875,0.16516897710300157,14.412109375,2196.2890625,4291.9921875
3.4286616605527342,3938407.0583398435,0.062088867187499994,0.15987750935569625,6.126953125,4047.8515625,4291.9921875
3.0834108588652347,3669671.888613281,0.062088867187499994,0.15987750935569625,6.126953125,4047.8515625,4291.9921875
3.0834108588652347,3938407.0583398435,0.0659560546875,0.15987750935569625,6.126953125,4047.8515625,4291.9921875
3.0834108588652347,3938407.0583398435,0.062088867187499994,0.16516897710300157,6.126953125,4047.8515625,4291.9921875
3.0834108588652347,3938407.0583398435,0.062088867187499994,0.15987750935569625,14.412109375,4047.8515625,4291.9921875
3.0834108588652347,3938407.0583398435,0.062088867187499994,0.15987750935569625,6.126953125,2196.2890625,4291.9921875
3.0834108588652347,3938407.0583398435,0.062088867187499994,0.15987750935569625,6.126953125,4047.8515625,571.2890625
3.0834108588652347,3938407.0583398435,0.062088867187499994,0.15987750935569625,6.126953125,4047.8515625,4291.9921875
4.349330465052734,2082067.1936132812,0.0907060546875,0.28228664012386895,10.912109375,2946.2890625,4321.2890625
2.1627420543652343,2082067.1936132812,0.0907060546875,0.28228664012386895,10.912109375,2946.2890625,4321.2890625
4.349330465052734,3409205.4933398436,0.0907060546875,0.28228664012386895,10.912109375,2946.2890625,4321.2890625
4.349330465052734,2082067.1936132812,0.0373388671875,0.28228664012386895,10.912109375,2946.2890625,4321.2890625
4.349330465052734,2082067.1936132812,0.0907060546875,0.07228463874544763,10.912109375,2946.2890625,4321.2890625
4.349330465052734,2082067.1936132812,0.0907060546875,0.28228664012386895,2.626953125,2946.2890625,4321.2890625
4.349330465052734,2082067.1936132812,0.0907060546875,0.28228664012386895,10.912109375,3297.8515625,4321.2890625
4.349330465052734,2082067.1936132812,0.0907060546875,0.28228664012386895,10.912109375,2946.2890625,541.9921875
4.349330465052734,3409205.4933398436,0.0373388671875,0.07228463874544763,2.626953125,3297.8515625,541.9921875
2.1627420543652343,2082067.1936132812,0.0373388671875,0.07228463874544763,2.626953125,3297.8515625,541.9921875
2.1627420543652343,3409205.4933398436,0.0907060546875,0.07228463874544763,2.626953125,3297.8515625,541.9921875
2.1627420543652343,3409205.4933398436,0.0373388671875,0.28228664012386895,2.626953125,3297.8515625,541.9921875
2.1627420543652343,3409205.4933398436,0.0373388671875,0.07228463874544763,10.912109375,3297.8515625,541.9921875
2.1627420543652343,3409205.4933398436,0.0373388671875,0.07228463874544763,2.626953125,2946.2890625,541.9921875
2.1627420543652343,3409205.4933398436,0.0373388671875,0.07228463874544763,2.626953125,3297.8515625,4321.2890625
2.1627420543652343,3409205.4933398436,0.0373388671875,0.07228463874544763,2.626953125,3297.8515625,541.9921875
2.5079928560527343,3140470.3236132814,0.0412060546875,0.0767628196733339,3.912109375,4446.2890625,1821.2890625
4.004079663365235,3140470.3236132814,0.0412060546875,0.0767628196733339,3.912109375,4446.2890625,1821.2890625
2.5079928560527343,2350802.3633398437,0.0412060546875,0.0767628196733339,3.912109375,4446.2890625,1821.2890625
2.5079928560527343,3140470.3236132814,0.0868388671875,0.0767628196733339,3.912109375,4446.2890625,1821.2890625
2.5079928560527343,3140470.3236132814,0.0412060546875,0.2743268588645003,3.912109375,4446.2890625,1821.2890625
2.5079928560527343,3140470.3236132814,0.0412060546875,0.0767628196733339,9.626953125,4446.2890625,1821.2890625
2.5079928560527343,3140470.3236132814,0.0412060546875,0.0767628196733339,3.912109375,4797.8515625,1821.2890625
2.5079928560527343,3140470.3236132814,0.0412060546875,0.0767628196733339,3.912109375,4446.2890625,3041.9921875
2.5079928560527343,2350802.3633398437,0.0868388671875,0.2743268588645003,9.626953125,4797.8515625,3041.9921875
4.004079663365235,3140470.3236132814,0.0868388671875,0.2743268588645003,9.626953125,4797.8515625,3041.9921875
4.004079663365235,2350802.3633398437,0.0412060546875,0.2743268588645003,9.626953125,4797.8515625,3041.9921875
4.004079663365235,2350802.3633398437,0.0868388671875,0.0767628196733339,9.626953125,4797.8515625,3041.9921875
4.004079663365235,2350802.3633398437,0.0868388671875,0.2743268588645003,3.912109375,4797.8515625,3041.9921875
4.004079663365235,2350802.3633398437,0.0868388671875,0.2743268588645003,9.626953125,4446.2890625,3041.9921875
4.004079663365235,2350802.3633398437,0.0868388671875,0.2743268588645003,9.626953125,4797.8515625,1821.2890625
